Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,18,573,601,28,0.05,807,206,0.36,378,10,274,2740,2 Lacewood Terminal_East,Monday_18,123.0
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,19,906,926,20,0.02,974,48,0.05,-36,6,296,1776,2 Lacewood Terminal_East,Monday_19,378.0
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,20,889,914,25,0.03,968,54,0.06,115,6,270,1620,2 Lacewood Terminal_East,Monday_20,-36.0
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,21,921,965,44,0.05,998,33,0.04,40,5,193,965,2 Lacewood Terminal_East,Monday_21,115.0
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,22,908,917,9,0.01,952,35,0.04,13,3,271,813,2 Lacewood Terminal_East,Monday_22,40.0
2-Fairview,East,Monday,Full service,2 Lacewood Terminal,April,23,895,915,20,0.02,946,31,0.03,-28,5,200,1000,2 Lacewood Terminal_East,Monday_23,13.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,5,913,941,28,0.03,972,31,0.03,177,4,210,840,2 Lacewood Terminal_West,Tuesday_5,176.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,6,913,931,18,0.02,939,8,0.01,17,3,245,735,2 Lacewood Terminal_West,Tuesday_6,177.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,7,607,1233,626,1.03,1385,152,0.25,331,8,411,3288,2 Lacewood Terminal_West,Tuesday_7,17.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,8,628,659,31,0.05,1010,351,0.56,420,7,225,1575,2 Lacewood Terminal_West,Tuesday_8,331.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,9,599,635,36,0.06,957,322,0.54,538,5,303,1515,2 Lacewood Terminal_West,Tuesday_9,420.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,10,880,890,10,0.01,930,40,0.05,73,3,223,669,2 Lacewood Terminal_West,Tuesday_10,538.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,11,897,941,44,0.05,981,40,0.04,61,2,153,306,2 Lacewood Terminal_West,Tuesday_11,73.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,12,877,891,14,0.02,921,30,0.03,-7,2,168,336,2 Lacewood Terminal_West,Tuesday_12,61.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,13,894,920,26,0.03,965,45,0.05,-19,2,279,558,2 Lacewood Terminal_West,Tuesday_13,-7.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,14,907,922,15,0.02,973,51,0.06,-38,4,258,1032,2 Lacewood Terminal_West,Tuesday_14,-19.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,15,878,899,21,0.02,903,4,0.0,19,2,297,594,2 Lacewood Terminal_West,Tuesday_15,-38.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,16,607,1440,833,1.37,1806,366,0.6,564,7,423,2961,2 Lacewood Terminal_West,Tuesday_16,19.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,17,593,594,1,0.0,863,269,0.45,403,11,231,2541,2 Lacewood Terminal_West,Tuesday_17,564.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,18,579,583,4,0.01,801,218,0.38,465,10,225,2250,2 Lacewood Terminal_West,Tuesday_18,403.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,19,871,913,42,0.05,923,10,0.01,124,3,211,633,2 Lacewood Terminal_West,Tuesday_19,465.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,20,878,905,27,0.03,954,49,0.06,179,2,222,444,2 Lacewood Terminal_West,Tuesday_20,124.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,21,911,928,17,0.02,943,15,0.02,21,4,208,832,2 Lacewood Terminal_West,Tuesday_21,179.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,22,902,946,44,0.05,969,23,0.03,166,4,293,1172,2 Lacewood Terminal_West,Tuesday_22,21.0
2-Fairview,West,Tuesday,Full service,2 Lacewood Terminal,April,23,877,887,10,0.01,905,18,0.02,166,4,165,660,2 Lacewood Terminal_West,Tuesday_23,166.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,5,874,892,18,0.02,893,1,0.0,45,5,247,1235,2 Lacewood Terminal_West,Wednesday_5,166.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,6,879,896,17,0.02,917,21,0.02,143,5,264,1320,2 Lacewood Terminal_West,Wednesday_6,45.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,7,596,614,18,0.03,1010,396,0.66,286,7,370,2590,2 Lacewood Terminal_West,Wednesday_7,143.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,8,630,1483,853,1.35,1693,210,0.33,426,12,322,3864,2 Lacewood Terminal_West,Wednesday_8,286.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,9,585,1004,419,0.72,1235,231,0.39,561,11,358,3938,2 Lacewood Terminal_West,Wednesday_9,426.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,10,907,935,28,0.03,973,38,0.04,97,2,190,380,2 Lacewood Terminal_West,Wednesday_10,561.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,11,899,904,5,0.01,929,25,0.03,128,2,173,346,2 Lacewood Terminal_West,Wednesday_11,97.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,12,920,947,27,0.03,981,34,0.04,3,2,218,436,2 Lacewood Terminal_West,Wednesday_12,128.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,13,872,878,6,0.01,906,28,0.03,-8,3,242,726,2 Lacewood Terminal_West,Wednesday_13,3.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,14,892,934,42,0.05,993,59,0.07,37,2,282,564,2 Lacewood Terminal_West,Wednesday_14,-8.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,15,923,933,10,0.01,991,58,0.06,29,5,189,945,2 Lacewood Terminal_West,Wednesday_15,37.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,16,622,658,36,0.06,879,221,0.36,318,9,411,3699,2 Lacewood Terminal_West,Wednesday_16,29.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,17,611,615,4,0.01,869,254,0.42,422,5,313,1565,2 Lacewood Terminal_West,Wednesday_17,318.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,18,611,641,30,0.05,812,171,0.28,392,9,303,2727,2 Lacewood Terminal_West,Wednesday_18,422.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,19,883,903,20,0.02,909,6,0.01,78,2,163,326,2 Lacewood Terminal_West,Wednesday_19,392.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,20,885,1496,611,0.69,1556,60,0.07,-47,3,224,672,2 Lacewood Terminal_West,Wednesday_20,78.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,21,927,960,33,0.04,1007,47,0.05,164,4,156,624,2 Lacewood Terminal_West,Wednesday_21,-47.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,22,923,1618,695,0.75,1630,12,0.01,73,5,182,910,2 Lacewood Terminal_West,Wednesday_22,164.0
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,April,23,917,931,14,0.02,954,23,0.03,17,2,247,494,2 Lacewood Terminal_West,Wednesday_23,73.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,5,894,935,41,0.05,980,45,0.05,24,2,211,422,2 Lacewood Terminal_West,Thursday_5,17.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,6,901,1581,680,0.75,1583,2,0.0,148,6,218,1308,2 Lacewood Terminal_West,Thursday_6,24.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,7,586,623,37,0.06,970,347,0.59,223,6,366,2196,2 Lacewood Terminal_West,Thursday_7,148.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,8,628,659,31,0.05,834,175,0.28,126,7,336,2352,2 Lacewood Terminal_West,Thursday_8,223.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,9,608,650,42,0.07,909,259,0.43,137,11,426,4686,2 Lacewood Terminal_West,Thursday_9,126.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,10,876,889,13,0.01,916,27,0.03,173,5,267,1335,2 Lacewood Terminal_West,Thursday_10,137.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,11,892,921,29,0.03,962,41,0.05,9,3,221,663,2 Lacewood Terminal_West,Thursday_11,173.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,12,906,911,5,0.01,925,14,0.02,33,3,221,663,2 Lacewood Terminal_West,Thursday_12,9.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,13,910,922,12,0.01,954,32,0.04,34,3,156,468,2 Lacewood Terminal_West,Thursday_13,33.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,14,903,937,34,0.04,953,16,0.02,53,5,227,1135,2 Lacewood Terminal_West,Thursday_14,34.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,15,902,943,41,0.05,944,1,0.0,59,3,244,732,2 Lacewood Terminal_West,Thursday_15,53.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,16,624,640,16,0.03,922,282,0.45,168,9,396,3564,2 Lacewood Terminal_West,Thursday_16,59.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,17,573,583,10,0.02,816,233,0.41,576,5,393,1965,2 Lacewood Terminal_West,Thursday_17,168.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,18,599,644,45,0.08,821,177,0.3,148,12,355,4260,2 Lacewood Terminal_West,Thursday_18,576.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,19,907,930,23,0.03,935,5,0.01,82,6,245,1470,2 Lacewood Terminal_West,Thursday_19,148.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,20,913,954,41,0.04,999,45,0.05,83,4,289,1156,2 Lacewood Terminal_West,Thursday_20,82.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,21,915,932,17,0.02,989,57,0.06,121,2,292,584,2 Lacewood Terminal_West,Thursday_21,83.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,22,873,899,26,0.03,908,9,0.01,79,3,165,495,2 Lacewood Terminal_West,Thursday_22,121.0
2-Fairview,West,Thursday,Full service,2 Lacewood Terminal,April,23,879,909,30,0.03,955,46,0.05,70,2,191,382,2 Lacewood Terminal_West,Thursday_23,79.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,5,875,908,33,0.04,956,48,0.05,87,2,258,516,2 Water St Terminal Via North_East,Friday_5,46.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,6,890,891,1,0.0,920,29,0.03,54,2,194,388,2 Water St Terminal Via North_East,Friday_6,87.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,7,598,618,20,0.03,894,276,0.46,133,8,274,2192,2 Water St Terminal Via North_East,Friday_7,54.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,8,624,663,39,0.06,930,267,0.43,232,11,366,4026,2 Water St Terminal Via North_East,Friday_8,133.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,9,577,599,22,0.04,752,153,0.27,579,12,298,3576,2 Water St Terminal Via North_East,Friday_9,232.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,10,874,887,13,0.01,894,7,0.01,7,4,204,816,2 Water St Terminal Via North_East,Friday_10,579.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,11,887,897,10,0.01,943,46,0.05,9,6,180,1080,2 Water St Terminal Via North_East,Friday_11,7.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,12,878,912,34,0.04,948,36,0.04,92,5,210,1050,2 Water St Terminal Via North_East,Friday_12,9.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,13,915,949,34,0.04,1008,59,0.06,4,4,153,612,2 Water St Terminal Via North_East,Friday_13,92.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,14,877,900,23,0.03,952,52,0.06,63,2,213,426,2 Water St Terminal Via North_East,Friday_14,4.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,15,892,899,7,0.01,944,45,0.05,27,4,204,816,2 Water St Terminal Via North_East,Friday_15,63.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,16,579,588,9,0.02,730,142,0.25,380,12,373,4476,2 Water St Terminal Via North_East,Friday_16,27.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,17,625,664,39,0.06,838,174,0.28,543,7,345,2415,2 Water St Terminal Via North_East,Friday_17,380.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,18,617,623,6,0.01,789,166,0.27,165,6,358,2148,2 Water St Terminal Via North_East,Friday_18,543.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,19,882,909,27,0.03,951,42,0.05,72,3,268,804,2 Water St Terminal Via North_East,Friday_19,165.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,20,882,890,8,0.01,893,3,0.0,104,6,171,1026,2 Water St Terminal Via North_East,Friday_20,72.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,21,910,954,44,0.05,984,30,0.03,-51,6,255,1530,2 Water St Terminal Via North_East,Friday_21,104.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,22,877,878,1,0.0,899,21,0.02,59,2,275,550,2 Water St Terminal Via North_East,Friday_22,-51.0
2-Fairview,East,Friday,Full service,2 Water St Terminal Via North,April,23,899,916,17,0.02,959,43,0.05,-42,4,258,1032,2 Water St Terminal Via North_East,Friday_23,59.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,5,1784,1803,19,0.01,1818,15,0.01,116,2,140,280,2 Water St Terminal Via North_West,Saturday_5,13.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,6,1790,1803,13,0.01,1825,22,0.01,8,2,124,248,2 Water St Terminal Via North_West,Saturday_6,116.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,7,1811,1831,20,0.01,1853,22,0.01,32,5,171,855,2 Water St Terminal Via North_West,Saturday_7,8.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,8,1771,1809,38,0.02,1847,38,0.02,-38,4,108,432,2 Water St Terminal Via North_West,Saturday_8,32.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,9,1775,1777,2,0.0,1836,59,0.03,32,2,120,240,2 Water St Terminal Via North_West,Saturday_9,-38.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,10,1783,1785,2,0.0,1817,32,0.02,13,4,142,568,2 Water St Terminal Via North_West,Saturday_10,32.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,11,1802,1813,11,0.01,1850,37,0.02,11,5,149,745,2 Water St Terminal Via North_West,Saturday_11,13.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,12,1770,1784,14,0.01,1793,9,0.01,130,6,178,1068,2 Water St Terminal Via North_West,Saturday_12,11.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,13,1798,1803,5,0.0,1844,41,0.02,56,2,162,324,2 Water St Terminal Via North_West,Saturday_13,130.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,14,1804,1844,40,0.02,1896,52,0.03,-41,6,90,540,2 Water St Terminal Via North_West,Saturday_14,56.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,15,1771,1771,0,0.0,1790,19,0.01,125,3,111,333,2 Water St Terminal Via North_West,Saturday_15,-41.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,16,1772,1815,43,0.02,1847,32,0.02,136,5,112,560,2 Water St Terminal Via North_West,Saturday_16,125.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,17,1792,1812,20,0.01,1845,33,0.02,21,6,109,654,2 Water St Terminal Via North_West,Saturday_17,136.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,18,1773,1804,31,0.02,1863,59,0.03,-5,3,140,420,2 Water St Terminal Via North_West,Saturday_18,21.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,19,1779,1796,17,0.01,1822,26,0.01,109,2,109,218,2 Water St Terminal Via North_West,Saturday_19,-5.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,20,1780,1785,5,0.0,1832,47,0.03,59,2,162,324,2 Water St Terminal Via North_West,Saturday_20,109.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,21,1788,1859,71,0.04,1892,33,0.02,-52,5,114,570,2 Water St Terminal Via North_West,Saturday_21,59.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,22,1791,2219,428,0.24,2236,17,0.01,142,6,165,990,2 Water St Terminal Via North_West,Saturday_22,-52.0
2-Fairview,West,Saturday,Reduced service,2 Water St Terminal Via North,April,23,1780,1796,16,0.01,1850,54,0.03,177,5,154,770,2 Water St Terminal Via North_West,Saturday_23,142.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,5,1797,1802,5,0.0,1837,35,0.02,37,3,156,468,2 Lacewood Terminal_East,Sunday_5,-28.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,6,1809,1833,24,0.01,1862,29,0.02,33,2,132,264,2 Lacewood Terminal_East,Sunday_6,37.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,7,1823,1840,17,0.01,1852,12,0.01,-38,3,129,387,2 Lacewood Terminal_East,Sunday_7,33.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,8,1805,1833,28,0.02,1865,32,0.02,51,5,101,505,2 Lacewood Terminal_East,Sunday_8,-38.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,9,1826,1860,34,0.02,1912,52,0.03,142,6,112,672,2 Lacewood Terminal_East,Sunday_9,51.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,10,1811,1836,25,0.01,1866,30,0.02,134,2,175,350,2 Lacewood Terminal_East,Sunday_10,142.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,11,1830,1846,16,0.01,1895,49,0.03,122,4,177,708,2 Lacewood Terminal_East,Sunday_11,134.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,12,1785,1792,7,0.0,1835,43,0.02,172,2,91,182,2 Lacewood Terminal_East,Sunday_12,122.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,13,1791,1827,36,0.02,1836,9,0.01,133,2,177,354,2 Lacewood Terminal_East,Sunday_13,172.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,14,1818,1822,4,0.0,1837,15,0.01,31,5,147,735,2 Lacewood Terminal_East,Sunday_14,133.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,15,1775,1783,8,0.0,1814,31,0.02,173,2,125,250,2 Lacewood Terminal_East,Sunday_15,31.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,16,1792,1808,16,0.01,1849,41,0.02,29,4,166,664,2 Lacewood Terminal_East,Sunday_16,173.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,17,1814,1821,7,0.0,1855,34,0.02,85,4,94,376,2 Lacewood Terminal_East,Sunday_17,29.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,18,1824,1861,37,0.02,1921,60,0.03,177,6,151,906,2 Lacewood Terminal_East,Sunday_18,85.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,19,1819,1823,4,0.0,1861,38,0.02,3,3,161,483,2 Lacewood Terminal_East,Sunday_19,177.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,20,1809,1814,5,0.0,1868,54,0.03,-26,2,171,342,2 Lacewood Terminal_East,Sunday_20,3.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,21,1801,1813,12,0.01,1828,15,0.01,33,6,134,804,2 Lacewood Terminal_East,Sunday_21,-26.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,22,1798,1825,27,0.02,1871,46,0.03,166,6,129,774,2 Lacewood Terminal_East,Sunday_22,33.0
2-Fairview,East,Sunday,Reduced service,2 Lacewood Terminal,April,23,1802,1823,21,0.01,1860,37,0.02,-24,2,149,298,2 Lacewood Terminal_East,Sunday_23,166.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,5,900,941,41,0.05,962,21,0.02,-19,5,177,885,2 Lacewood Terminal_West,Monday_5,70.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,6,909,945,36,0.04,952,7,0.01,-40,4,159,636,2 Lacewood Terminal_West,Monday_6,-19.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,7,598,615,17,0.03,802,187,0.31,526,10,379,3790,2 Lacewood Terminal_West,Monday_7,-40.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,8,618,629,11,0.02,876,247,0.4,519,10,402,4020,2 Lacewood Terminal_West,Monday_8,526.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,9,590,606,16,0.03,1002,396,0.67,223,10,267,2670,2 Lacewood Terminal_West,Monday_9,519.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,10,891,907,16,0.02,965,58,0.07,-53,5,231,1155,2 Lacewood Terminal_West,Monday_10,223.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,11,901,907,6,0.01,959,52,0.06,121,3,181,543,2 Lacewood Terminal_West,Monday_11,-53.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,12,890,893,3,0.0,942,49,0.06,-34,6,260,1560,2 Lacewood Terminal_West,Monday_12,121.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,13,901,908,7,0.01,947,39,0.04,28,6,297,1782,2 Lacewood Terminal_West,Monday_13,-34.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,14,892,919,27,0.03,939,20,0.02,148,3,172,516,2 Lacewood Terminal_West,Monday_14,28.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,15,883,884,1,0.0,889,5,0.01,11,3,299,897,2 Lacewood Terminal_West,Monday_15,148.0
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,May,16,592,601,9,0.02,828,227,0.38,350,5,435,2175,2 Lacewood Terminal_West,Monday_16,11.0
