Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,15,15:03,15:06,0:03,0%,15:35,0:29,3%,0:10,0:04,286
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,16,9:51,9:58,0:07,1%,14:59,5:01,51%,5:41,0:09,355
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,17,9:50,10:09,0:19,3%,15:41,5:32,56%,7:37,0:11,288
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,18,10:29,10:59,0:30,5%,13:39,2:40,25%,8:00,0:06,255
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,19,14:47,15:22,0:35,4%,15:36,0:14,2%,-0:19,0:05,279
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,20,15:02,15:12,0:10,1%,15:41,0:29,3%,2:07,0:03,193
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,21,14:45,14:46,0:01,0%,15:22,0:36,4%,0:35,0:05,199
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,22,15:07,15:35,0:28,3%,15:52,0:17,2%,0:59,0:03,281
2-Fairview,West,Monday,Full service,2 Lacewood Terminal,July,23,14:57,15:15,0:18,2%,15:46,0:31,3%,-0:21,0:02,210
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,5,15:12,15:36,0:24,3%,16:21,0:45,5%,-0:07,0:04,193
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,6,14:40,15:23,0:43,5%,16:08,0:45,5%,0:37,0:02,235
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,7,9:42,9:54,0:12,2%,13:58,4:04,42%,3:35,0:06,277
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,8,9:48,10:05,0:17,3%,16:03,5:58,61%,2:17,0:08,316
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,9,9:52,10:29,0:37,6%,16:19,5:50,59%,8:47,0:07,406
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,10,15:07,15:21,0:14,2%,15:59,0:38,4%,1:56,0:02,249
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,11,15:10,15:39,0:29,3%,16:24,0:45,5%,1:13,0:04,207
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,12,14:50,14:52,0:02,0%,14:53,0:01,0%,0:53,0:02,156
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,13,14:53,15:36,0:43,5%,16:22,0:46,5%,1:55,0:02,252
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,14,14:52,15:16,0:24,3%,15:43,0:27,3%,2:05,0:06,168
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,15,15:12,15:25,0:13,1%,16:12,0:47,5%,1:16,0:06,297
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,16,10:04,10:29,0:25,4%,13:19,2:50,28%,8:01,0:07,336
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,17,9:30,9:55,0:25,4%,14:29,4:34,48%,5:17,0:09,373
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,18,10:27,10:45,0:18,3%,14:38,3:53,37%,4:52,0:12,409
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,19,14:34,14:57,0:23,3%,15:30,0:33,4%,0:38,0:03,168
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,20,14:49,15:16,0:27,3%,16:10,0:54,6%,-0:51,0:05,232
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,21,14:54,15:28,0:34,4%,15:43,0:15,2%,0:28,0:03,232
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,22,14:55,14:59,0:04,0%,15:53,0:54,6%,0:02,0:03,259
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,July,23,15:29,16:04,0:35,4%,16:56,0:52,6%,2:22,0:03,193
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,5,15:17,15:17,0:00,0%,15:36,0:19,2%,2:48,0:05,290
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,6,15:05,15:43,0:38,4%,16:20,0:37,4%,0:54,0:06,294
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,7,9:46,10:21,0:35,6%,16:46,6:25,66%,7:17,0:12,243
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,8,10:18,10:20,0:02,0%,14:14,3:54,38%,9:01,0:06,409
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,9,9:34,9:43,0:09,2%,12:56,3:13,34%,9:49,0:08,370
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,10,15:02,15:05,0:03,0%,15:58,0:53,6%,2:15,0:02,237
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,11,15:00,15:33,0:33,4%,16:25,0:52,6%,2:36,0:04,190
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,12,14:57,15:28,0:31,3%,16:21,0:53,6%,0:37,0:03,278
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,13,15:20,15:25,0:05,1%,15:34,0:09,1%,1:43,0:03,293
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,14,14:47,14:50,0:03,0%,15:29,0:39,4%,1:03,0:02,233
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,15,14:55,28:44,13:49,93%,29:19,0:35,4%,1:00,0:05,179
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,16,10:04,10:32,0:28,5%,13:01,2:29,25%,5:57,0:07,375
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,17,9:57,10:36,0:39,7%,15:53,5:17,53%,6:52,0:07,306
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,18,9:44,10:06,0:22,4%,14:30,4:24,45%,7:09,0:08,334
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,19,14:44,15:15,0:31,4%,15:55,0:40,5%,-0:07,0:06,241
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,20,14:37,15:15,0:38,4%,16:15,1:00,7%,2:53,0:04,279
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,21,14:55,15:23,0:28,3%,15:54,0:31,3%,0:23,0:06,176
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,22,14:49,15:17,0:28,3%,15:55,0:38,4%,1:58,0:02,223
2-Fairview,West,Wednesday,Full service,2 Lacewood Terminal,July,23,15:21,15:22,0:01,0%,16:18,0:56,6%,-0:29,0:03,233
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,5,15:00,15:43,0:43,5%,15:47,0:04,0%,0:29,0:06,187
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,6,15:01,15:44,0:43,5%,16:39,0:55,6%,0:41,0:04,190
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,7,10:06,10:29,0:23,4%,12:58,2:29,25%,5:34,0:09,232
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,8,9:44,9:51,0:07,1%,14:24,4:33,47%,6:05,0:09,294
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,9,9:57,10:39,0:42,7%,13:35,2:56,29%,9:27,0:08,363
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,10,15:30,16:09,0:39,4%,16:27,0:18,2%,1:43,0:05,153
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,11,15:21,15:49,0:28,3%,16:38,0:49,5%,0:24,0:05,154
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,12,14:45,15:06,0:21,2%,15:59,0:53,6%,1:32,0:04,228
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,13,14:45,15:07,0:22,2%,15:38,0:31,4%,2:01,0:05,271
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,14,15:25,15:33,0:08,1%,15:54,0:21,2%,-0:45,0:04,266
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,15,14:57,15:23,0:26,3%,15:24,0:01,0%,2:50,0:04,203
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,16,10:07,10:46,0:39,6%,13:43,2:57,29%,4:08,0:07,225
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,17,10:05,12:21,2:16,22%,16:16,3:55,39%,2:15,0:12,294
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,18,9:49,10:14,0:25,4%,14:33,4:19,44%,8:31,0:05,310
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,19,14:45,14:53,0:08,1%,15:20,0:27,3%,-0:17,0:02,251
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,20,15:02,15:02,0:00,0%,15:36,0:34,4%,0:53,0:04,176
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,21,15:28,16:10,0:42,5%,16:49,0:39,4%,-0:55,0:04,205
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,22,14:35,14:46,0:11,1%,15:46,1:00,7%,1:32,0:03,293
2-Fairview,East,Thursday,Full service,2 Water St Terminal Via North,July,23,14:44,14:50,0:06,1%,15:00,0:10,1%,2:42,0:04,268
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,5,14:35,15:18,0:43,5%,15:39,0:21,2%,0:51,0:05,234
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,6,14:46,15:09,0:23,3%,15:29,0:20,2%,-0:59,0:05,268
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,7,9:36,9:39,0:03,1%,15:09,5:30,57%,6:48,0:10,243
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,8,10:19,10:22,0:03,0%,15:55,5:33,54%,3:48,0:08,411
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,9,9:41,10:25,0:44,8%,13:00,2:35,27%,4:16,0:11,235
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,10,14:33,14:55,0:22,3%,15:34,0:39,4%,2:24,0:02,219
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,11,15:27,15:28,0:01,0%,15:46,0:18,2%,-0:37,0:02,239
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,12,14:49,14:51,0:02,0%,15:32,0:41,5%,0:45,0:03,268
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,13,15:05,15:39,0:34,4%,15:49,0:10,1%,2:42,0:04,161
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,14,14:53,15:03,0:10,1%,15:44,0:41,5%,-0:02,0:06,268
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,15,15:18,16:00,0:42,5%,16:02,0:02,0%,-0:59,0:02,226
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,16,10:21,10:48,0:27,4%,16:58,6:10,60%,7:31,0:06,447
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,17,10:19,10:24,0:05,1%,16:01,5:37,54%,2:10,0:08,433
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,18,9:38,9:50,0:12,2%,16:12,6:22,66%,4:13,0:09,316
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,19,14:32,14:39,0:07,1%,14:57,0:18,2%,2:28,0:03,279
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,20,14:36,14:42,0:06,1%,14:45,0:03,0%,2:55,0:02,248
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,21,14:37,15:01,0:24,3%,15:16,0:15,2%,-0:04,0:04,196
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,22,15:23,15:43,0:20,2%,16:38,0:55,6%,0:48,0:03,185
2-Fairview,West,Friday,Full service,2 Lacewood Terminal,July,23,14:45,14:53,0:08,1%,15:51,0:58,7%,0:44,0:04,221
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,5,30:06,30:07,0:01,0%,30:11,0:04,0%,1:52,0:03,109
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,6,30:16,30:35,0:19,1%,30:44,0:09,0%,0:50,0:04,175
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,7,30:21,30:39,0:18,1%,31:33,0:54,3%,1:03,0:02,154
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,8,29:59,30:31,0:32,2%,31:00,0:29,2%,-0:36,0:05,129
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,9,29:36,30:09,0:33,2%,30:29,0:20,1%,0:30,0:06,176
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,10,29:39,29:43,0:04,0%,30:15,0:32,2%,0:09,0:06,165
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,11,29:40,30:16,0:36,2%,30:36,0:20,1%,0:51,0:02,108
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,12,29:45,29:46,0:01,0%,30:44,0:58,3%,-0:55,0:05,90
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,13,30:30,31:15,0:45,2%,31:15,0:00,0%,-0:29,0:04,131
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,14,29:53,30:19,0:26,1%,30:38,0:19,1%,0:42,0:05,102
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,15,30:30,31:00,0:30,2%,31:47,0:47,3%,1:51,0:05,168
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,16,29:40,29:45,0:05,0%,30:25,0:40,2%,2:07,0:06,161
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,17,29:34,30:00,0:26,1%,30:32,0:32,2%,2:26,0:02,160
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,18,29:34,30:01,0:27,2%,30:57,0:56,3%,0:40,0:06,115
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,19,29:35,40:11,10:36,36%,40:25,0:14,1%,0:01,0:05,104
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,20,29:41,30:17,0:36,2%,30:32,0:15,1%,-0:23,0:03,124
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,21,30:28,30:56,0:28,2%,31:08,0:12,1%,1:55,0:05,136
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,22,30:05,30:38,0:33,2%,30:40,0:02,0%,2:49,0:06,111
2-Fairview,East,Saturday,Reduced service,2 Water St Terminal Via North,July,23,29:40,29:49,0:09,1%,30:01,0:12,1%,1:57,0:02,178
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,5,30:19,30:51,0:32,2%,30:55,0:04,0%,-0:24,0:03,170
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,6,30:02,30:05,0:03,0%,30:36,0:31,2%,1:15,0:06,171
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,7,29:50,30:13,0:23,1%,30:14,0:01,0%,1:00,0:02,102
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,8,29:59,30:01,0:02,0%,30:49,0:48,3%,0:09,0:03,180
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,9,30:23,31:08,0:45,2%,31:29,0:21,1%,2:19,0:04,122
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,10,29:45,30:29,0:44,2%,30:52,0:23,1%,-0:45,0:04,104
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,11,29:32,29:48,0:16,1%,30:42,0:54,3%,-0:16,0:02,149
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,12,29:59,30:14,0:15,1%,30:37,0:23,1%,1:48,0:03,151
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,13,29:55,30:24,0:29,2%,30:26,0:02,0%,-0:42,0:05,103
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,14,30:05,30:43,0:38,2%,31:33,0:50,3%,2:28,0:03,167
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,15,30:05,30:41,0:36,2%,30:41,0:00,0%,0:16,0:05,96
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,16,30:05,30:20,0:15,1%,31:03,0:43,2%,-0:45,0:02,154
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,17,29:47,29:53,0:06,0%,30:01,0:08,0%,2:48,0:03,128
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,18,29:32,30:17,0:45,3%,30:37,0:20,1%,0:39,0:05,164
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,19,29:32,42:14,12:42,43%,42:49,0:35,2%,1:55,0:03,112
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,20,30:27,30:50,0:23,1%,31:01,0:11,1%,1:28,0:04,161
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,21,30:14,30:18,0:04,0%,30:22,0:04,0%,0:05,0:02,119
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,22,30:19,30:30,0:11,1%,31:19,0:49,3%,1:20,0:06,165
2-Fairview,East,Sunday,Reduced service,2 Water St Terminal Via North,July,23,29:53,29:59,0:06,0%,30:41,0:42,2%,0:28,0:03,157
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,5,14:51,14:56,0:05,1%,15:36,0:40,4%,0:39,0:05,298
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,6,14:44,15:00,0:16,2%,15:44,0:44,5%,-0:47,0:05,176
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,7,10:10,10:24,0:14,2%,12:53,2:29,24%,9:20,0:07,436
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,8,9:57,10:14,0:17,3%,12:16,2:02,20%,2:56,0:06,439
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,9,9:49,10:13,0:24,4%,16:44,6:31,66%,5:08,0:08,435
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,10,15:15,15:19,0:04,0%,16:04,0:45,5%,-0:41,0:06,168
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,11,15:01,16:05,1:04,7%,16:32,0:27,3%,0:40,0:03,299
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,12,14:51,15:02,0:11,1%,15:56,0:54,6%,2:34,0:03,231
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,13,14:52,15:08,0:16,2%,15:45,0:37,4%,-0:57,0:04,279
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,14,15:12,15:23,0:11,1%,16:02,0:39,4%,1:40,0:06,294
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,15,15:09,15:27,0:18,2%,15:35,0:08,1%,2:19,0:06,260
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,16,9:48,10:01,0:13,2%,12:08,2:07,22%,2:29,0:06,273
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,17,10:06,10:48,0:42,7%,15:20,4:32,45%,3:13,0:09,399
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,18,10:18,10:41,0:23,4%,13:19,2:38,26%,2:18,0:11,393
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,19,15:14,15:34,0:20,2%,16:20,0:46,5%,1:13,0:06,295
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,20,15:06,15:14,0:08,1%,15:15,0:01,0%,1:39,0:06,236
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,21,14:59,15:08,0:09,1%,15:24,0:16,2%,-0:14,0:05,178
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,22,14:50,15:01,0:11,1%,15:59,0:58,7%,2:09,0:03,262
2-Fairview,West,Monday,Full service,2 Water St Terminal Via North,August,23,14:54,15:39,0:45,5%,15:44,0:05,1%,2:33,0:04,269
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,5,15:10,15:15,0:05,1%,15:46,0:31,3%,2:02,0:03,199
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,6,15:22,15:42,0:20,2%,16:35,0:53,6%,0:37,0:05,270
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,7,10:07,10:24,0:17,3%,15:27,5:03,50%,2:13,0:08,301
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,8,10:00,10:22,0:22,4%,16:49,6:27,64%,9:37,0:10,375
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,9,9:44,10:11,0:27,5%,15:57,5:46,59%,2:22,0:12,381
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,10,14:58,15:10,0:12,1%,15:36,0:26,3%,1:09,0:05,207
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,11,15:16,15:53,0:37,4%,15:53,0:00,0%,-0:33,0:02,217
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,12,14:52,15:04,0:12,1%,15:23,0:19,2%,2:22,0:06,209
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,13,14:45,15:08,0:23,3%,15:41,0:33,4%,0:19,0:03,244
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,14,15:28,27:13,11:45,76%,27:59,0:46,5%,0:21,0:05,166
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,15,15:20,27:30,12:10,79%,28:22,0:52,6%,0:23,0:03,219
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,16,9:46,9:46,0:00,0%,13:22,3:36,37%,8:34,0:06,261
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,17,9:36,10:02,0:26,5%,15:01,4:59,52%,2:09,0:12,364
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,18,10:00,10:35,0:35,6%,16:23,5:48,58%,4:21,0:10,307
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,19,14:46,14:50,0:04,0%,15:08,0:18,2%,0:50,0:05,246
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,20,15:01,15:22,0:21,2%,16:03,0:41,5%,-0:53,0:02,293
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,21,15:09,15:13,0:04,0%,16:04,0:51,6%,1:12,0:02,276
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,22,14:47,15:11,0:24,3%,15:56,0:45,5%,0:04,0:03,277
2-Fairview,East,Tuesday,Full service,2 Water St Terminal Via North,August,23,14:50,15:11,0:21,2%,15:26,0:15,2%,2:52,0:03,211
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,5,14:52,15:25,0:33,4%,15:54,0:29,3%,2:26,0:03,276
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,6,15:05,25:41,10:36,70%,26:02,0:21,2%,-0:29,0:04,181
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,7,10:17,10:30,0:13,2%,12:33,2:03,20%,2:28,0:12,388
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,8,10:20,21:16,10:56,106%,25:00,3:44,36%,9:21,0:09,415
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,9,10:27,10:32,0:05,1%,13:26,2:54,28%,3:20,0:11,342
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,10,14:35,14:37,0:02,0%,14:46,0:09,1%,0:52,0:03,159
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,11,15:04,15:37,0:33,4%,16:23,0:46,5%,1:51,0:04,266
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,12,14:34,14:35,0:01,0%,15:30,0:55,6%,2:15,0:05,175
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,13,15:21,15:49,0:28,3%,16:17,0:28,3%,-0:37,0:03,255
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,14,15:02,15:32,0:30,3%,15:33,0:01,0%,0:09,0:03,164
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,15,14:37,15:11,0:34,4%,15:16,0:05,1%,1:44,0:03,259
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,16,9:53,10:00,0:07,1%,15:36,5:36,57%,7:40,0:05,295
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,17,10:07,10:28,0:21,3%,13:01,2:33,25%,6:28,0:05,360
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,18,9:48,10:09,0:21,4%,14:37,4:28,46%,6:54,0:09,348
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,19,15:11,15:36,0:25,3%,15:37,0:01,0%,-0:17,0:06,176
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,20,14:33,15:07,0:34,4%,15:35,0:28,3%,0:59,0:03,182
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,21,14:48,15:03,0:15,2%,15:17,0:14,2%,1:08,0:04,274
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,22,14:42,14:57,0:15,2%,15:54,0:57,6%,-0:59,0:02,229
2-Fairview,East,Wednesday,Full service,2 Lacewood Terminal,August,23,14:51,14:56,0:05,1%,15:32,0:36,4%,1:42,0:02,203
2-Fairview,East,Thursday,Full service,2 Lacewood Terminal,August,5,14:42,16:51,2:09,15%,16:54,0:03,0%,0:57,0:05,194
2-Fairview,East,Thursday,Full service,2 Lacewood Terminal,August,6,14:51,14:56,0:05,1%,15:00,0:04,0%,-0:28,0:06,293
2-Fairview,East,Thursday,Full service,2 Lacewood Terminal,August,7,9:49,13:40,3:51,39%,18:14,4:34,47%,2:58,0:10,370
